"X","Name","Artist","RiaaStatus","Label"
1549,"Downtown","Lady Antebellum","1x Platinum","Capitol Records Nashville"
1550,"I'm Gonna Miss Her","Brad Paisley","Gold","Arista Nashville"
1551,"Beat this Summer","Brad Paisley","Gold","Arista Nashville"
1552,"Hell on Heels","Pistol Annies","1x Platinum","Rca Records Label Nashville"
1553,"Temporary Home","Carrie Underwood","1x Platinum","19 Recordings Limited / Arista Nashville"
1554,"Gunpowder & Lead","Miranda Lambert","2x Multi-Platinum","Columbia Nashville"
1555,"Amarillo Sky","Jason Aldean","1x Platinum","Broken Bow"
1556,"Here's to Never Growing Up","Avril Lavigne","1x Platinum","Epic"
1557,"1994","Jason Aldean","Gold","Broken Bow"
1558,"Crazy Town","Jason Aldean","Gold","Broken Bow"
1559,"Tattoos on this Town","Jason Aldean","1x Platinum","Broken Bow"
1560,"If i Didn't Have you","Thompson Square","Gold","Stoney Creek Records"
1561,"Fly over States","Jason Aldean","1x Platinum","Broken Bow"
1562,"The Truth","Jason Aldean","1x Platinum","Broken Bow"
1563,"Heart Attack","Demi Lovato","2x Multi-Platinum","Hollywood Records"
1564,"Re-Education","Rise Against","Gold","Dgc Records / Interscope"
1565,"Power Trip ","j Cole","1x Platinum","Columbia"
1566,"Pop that","French Montana","1x Platinum","Coke Boys / Bad Boy / Interscope"
1567,"Prayer of the Refugee","Rise Against","1x Platinum","Dgc Records / Interscope"
1568,"Ocean Avenue","Yellowcard","2x Multi-Platinum","Hopeless Records"
1569,"Mirrors","Justin Timberlake","2x Multi-Platinum","Rca Records"
1570,"Savior","Rise Against","1x Platinum","Dgc Records / Interscope"
1571,"Hall of Fame ","The Script","2x Multi-Platinum","Epic"
1572,"Blackout","Breathe Carolina","1x Platinum","Columbia"
1573,"(Kissed you) Good Night","Gloriana","1x Platinum","Emblem Music Group / Warner Bros. Records"
1574,"Easy ","Rascal Flatts","1x Platinum","Big Machine Records, Inc."
1575,"Til My Last Day","Justin Moore","Gold","the Valory Music Co"
1576,"Jizz in My Pants","The Lonely Island","1x Platinum","Republic Records"
1577,"Like a Boss","The Lonely Island","Gold","Republic Records"
1578,"I'm on a Boat","The Lonely Island","2x Multi-Platinum","Republic Records"
1579,"over My Head (Cable Car)","The Fray","3x Multi-Platinum","Epic"
1580,"La Camisa Negra","Juanes","Gold","Universal Music Latino"
1581,"Lonely Boy","The Black Keys","1x Platinum","Nonesuch"
1582,"Keep your Head Up","Andy Grammer","1x Platinum","s-Curve Records"
1583,"Video Games","Lana Del Rey","Gold","Interscope / Geffen / A&m"
1584,"Work Out","j Cole","2x Multi-Platinum","Roc Nation / Columbia"
1585,"i will Always Love you","Whitney Houston","2x Multi-Platinum","Arista"
1586,"Scream","Usher","1x Platinum","Rca Records"
1587,"Smile","Avril Lavigne","Gold","Epic"
1588,"The Fighter ","Gym Class Heroes","1x Platinum","Fueled by Ramen"
1589,"Scream & Shout","Willi.am","3x Multi-Platinum","Interscope / Geffen / A&m"
1590,"Troublemaker","Olly Murs","1x Platinum","Columbia Records"
1591,"Sexy and i Know it","Lmfao","8x Multi-Platinum","Interscope / Geffen / A&m"
1592,"Danza Kuduro","Don Omar","5x Multi-Platinum","Machete Music"
1593,"Lost without you","Robin Thicke","1x Platinum","Interscope / Geffen / A&m"
1594,"The Man Who Can't be Moved","The Script","1x Platinum","Epic"
1595,"Beers Ago","Toby Keith","Gold","Show Dog - Universal Music"
1596,"The Boys of Fall","Kenny Chesney","1x Platinum","Bna Records"
1597,"Drive by","Train","3x Multi-Platinum","Columbia"
1598,"Rolling in the Deep","Adele","8x Multi-Platinum","Xl Recordings / Columbia"
1599,"Stronger (What Doesn't Kill you)","Kelly Clarkson","4x Multi-Platinum","Rca Records"
1600,"Motivation","Kelly Rowland","2x Multi-Platinum","Universal Motown"
1601,"Alone with you","Jake Owen","1x Platinum","Rca Records Label Nashville"
1602,"Why Don't We Just Dance","Josh Turner","1x Platinum","Mca Nashville"
1603,"Suit & Tie","Justin Timberlake","2x Multi-Platinum","Rca Records"
1604,"Famous in a Small Town","Miranda Lambert","Gold","Columbia Nashville"
1605,"Baby ","Justin Bieber","12x Diamond","Island/Def Jam"
1606,"Just Give Me a Reason ","P!nk","2x Multi-Platinum","Rca Records"
1607,"Barefoot Blue Jean Night","Jake Owen","2x Multi-Platinum","Rca Nashville"
1608,"Feel this Moment ","Pitbull","1x Platinum","Rca Records"
1609,"i Don't Want to Miss a Thing","Aerosmith","1x Platinum","Legacy"
1610,"Boondocks","Little Big Town","1x Platinum","Capitol Records Nashville"
1611,"Ronan","Taylor Swift","Gold","Big Machine Records, Inc."
1612,"Home","Dierks Bentley","Gold","Capitol Records Nashville"
1613,"Pontoon","Little Big Town","2x Multi-Platinum","Capitol Records Nashville"
1614,"Someone Else Calling you Baby","Luke Bryan","Gold","Capitol Records Nashville"
1615,"i Run to you","Lady Antebellum","2x Multi-Platinum","Capitol Records Nashville"
1616,"Fastest Girl in Town","Miranda Lambert","Gold","Rca Records Label Nashville"
1617,"Party on Fifth Ave","Mac Miller","Gold","Rostrom Records"
1618,"Finally Found you","Enrique Iglesias","Gold","Republic Records"
1619,"Are you Gonna Kiss Me or not","Thompson Square","2x Multi-Platinum","Stoney Creek Records"
1620,"Loud","Mac Miller","Gold","Rostrom Records"
1621,"Cowboy Casanova","Carrie Underwood","2x Multi-Platinum","19 Recordings Limited / Arista Nashville"
1622,"Begin Again","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1623,"Beauty and a Beat","Justin Bieber","2x Multi-Platinum","Island/Def Jam"
1624,"Ball","Ti.","Gold","Atlantic / Grand Hustle"
1625,"Pound the Alarm","Nicki Minaj","1x Platinum","Cash Money / Republic Records"
1626,"6 Foot 7 Foot","Lil Wayne","3x Multi-Platinum","Cash Money / Republic Records"
1627,"Take a Walk","Passion Pit","Gold","Columbia Records"
1628,"Donald Trump","Mac Miller","1x Platinum","Rostrom Records"
1629,"You're Going Down","Sick Puppies","Gold","Virgin Records"
1630,"Bring it Back","Travis Porter","Gold","Rca Records"
1631,"Who are you when I'm not Looking","Blake Shelton","1x Platinum","Warner Bros. Records"
1632,"Don't Stop (Color on the Walls)","Foster the People","Gold","Columbia Records"
1633,"Tornado","Little Big Town","Gold","Capitol Records Nashville"
1634,"Imma Star (Everywhere We are)","Jeremih","Gold","Island/Def Jam"
1635,"Beer for My Horses","Toby Keith","1x Platinum","Dreamworks Nashville"
1636,"No Hands ","Waka Flocka Flame","3x Multi-Platinum","Atlantic/Warner"
1637,"For you","Keith Urban","Gold","Relativity"
1638,"Tongue Tied","Grouplove","1x Platinum","Canvasback / Atlantic"
1639,"The Good Stuff","Kenny Chesney","Gold","Bna Records Label"
1640,"Homeboy","Eric Church","1x Platinum","Emi Records Nashville"
1641,"Hell on the Heart","Eric Church","Gold","Emi Records Nashville"
1642,"The One that Got Away","Jake Owen","Gold","Rca Records Label Nashville"
1643,"i Told you so","Carrie Underwood","1x Platinum","19 Recordings Limited / Arista Nashville"
1644,"Feel Again","Onerepublic","Gold","Interscope / Geffen / A&m"
1645,"Take a Little Ride","Jason Aldean","1x Platinum","Broken Bow"
1646,"you Lie","The Band Perry","1x Platinum","Republic Nashville"
1647,"Apologize","Timbaland","4x Multi-Platinum","Interscope / Geffen / A&m"
1648,"Broken","Lifehouse","1x Platinum","Geffen"
1649,"The Way i are","Timbaland","3x Multi-Platinum","Interscope / Geffen / A&m"
1650,"Take it to the Head","Dj Khaled","Gold","Cash Money / Republic Records"
1651,"Love Like Crazy","Lee Brice","1x Platinum","Curb"
1652,"Pon De Replay","Rihanna","2x Multi-Platinum","Island/Def Jam"
1653,"Eyes Open","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1654,"One","Metallica","Gold","Atlantic Records / Elektra Records"
1655,"Fade to Black","Metallica","Gold","Atlantic Records / Elektra Records"
1656,"Master of Puppets","Metallica","Gold","Atlantic Records / Elektra Records"
1657,"Nothing Else Matters","Metallica","Gold","Atlantic Records / Elektra Records"
1658,"The Unforgiven","Metallica","Gold","Atlantic Records / Elektra Records"
1659,"Too Close","Alex Clare","2x Multi-Platinum","Universal Republic"
1660,"Birthday Cake","Rihanna","1x Platinum","Island/Def Jam"
1661,"Enter Sandman","Metallica","Gold","Atlantic Records / Elektra Records"
1662,"For Whom the Bell Tolls","Metallica","Gold","Atlantic Records / Elektra Records"
1663,"The Day that Never Comes","Metallica","Gold","Atlantic Records / Elektra Records"
1664,"Skyfall","Adele","1x Platinum","Xl Recordings / Columbia"
1665,"i Wanna Talk About Me","Toby Keith","Gold","Dreamworks Nashville"
1666,"How Do you Like Me Now","Toby Keith","Gold","Dreamworks Nashville"
1667,"Best Thing i Never Had","Beyonce","1x Platinum","Columbia"
1668,"Rumour Has it","Adele","2x Multi-Platinum","Xl Recordings / Columbia"
1669,"Countdown","Beyonce","Gold","Parkwood Entertainment / Columbia"
1670,"Knock Knock","Mac Miller","Gold","Rostrom Records"
1671,"it Girl","Jason Derulo","1x Platinum","Warner Bros. Records"
1672,"Change","Taylor Swift","Gold","Big Machine Records, Inc."
1673,"Fearless","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1674,"i Do","Colbie Caillat","Gold","Universal Republic"
1675,"all These Things that I've Done","The Killers","1x Platinum","Island/Def Jam"
1676,"Fall for you","Secondhand Serenade","2x Multi-Platinum","Glassnote Records"
1677,"Chasing the Sun","The Wanted","Gold","Island/Def Jam"
1678,"1901","Phoenix","1x Platinum","Glassnote Records"
1679,"Lisztomania","Phoenix","Gold","Glassnote Records"
1680,"Titanium","David Guetta","2x Multi-Platinum","Capitol Records"
1681,"Feel Like a Rockstar (Duet with Tim Mcgraw)","Kenny Chesney","Gold","Blue Chair Records / Columbia Nashville"
1682,"Storm Warning","Hunter Hayes","Gold","Atlantic Records"
1683,"Hey, Soul Sister","Train","6x Multi-Platinum","Columbia"
1684,"50 Ways to Say Goodbye","Train","Gold","Columbia Records"
1685,"Last Dollar (Fly Away)","Tim Mcgraw","Gold","Curb Records"
1686,"Southern Voice","Tim Mcgraw","Gold","Curb Records"
1687,"These are My People","Rodney Atkins","Gold","Curb Records"
1688,"i Need you","Tim Mcgraw","Gold","Curb Records"
1689,"If You're Reading this","Tim Mcgraw","Gold","Curb Records"
1690,"Brand New Girlfriend","Steve Holy","Gold","Curb Records"
1691,"Take a Back Road","Rodney Atkins","1x Platinum","Curb Records"
1692,"Watching you","Rodney Atkins","1x Platinum","Curb Records"
1693,"Farmer's Daughter","Rodney Atkins","1x Platinum","Curb Records"
1694,"My Little Girl","Tim Mcgraw","1x Platinum","Curb Records"
1695,"Ayy Ladies","Travis Porter","Gold","Rca Records"
1696,"Would you Go with Me","Josh Turner","1x Platinum","Mca Nashville"
1697,"Say Yeah","Wiz Khalifa","Gold","Warner Bros. Records"
1698,"Beez in the Trap","Nicki Minaj","Gold","Universal Republic"
1699,"Always Strapped","Birdman","Gold","Universal Republic"
1700,"Money to Blow","Birdman","1x Platinum","Universal Republic"
1701,"Promises","Nero","Gold","Interscope / Geffen / A&m"
1702,"As Good as i Once Was","Toby Keith","1x Platinum","Dreamworks Nashville"
1703,"Mirror","Lil Wayne","1x Platinum","Universal Republic"
1704,"Brighter than the Sun","Colbie Caillat","1x Platinum","Universal Records"
1705,"Sideways","Dierks Bentley","Gold","Capitol Records Nashville"
1706,"Tomorrow","Chris Young","1x Platinum","Rca Nashville"
1707,"5-1-5-0","Dierks Bentley","Gold","Capitol Records Nashville"
1708,"Feel that Fire","Dierks Bentley","Gold","Capitol Records Nashville"
1709,"Glad you Came","The Wanted","3x Multi-Platinum","Island/Def Jam"
1710,"By the Way","Red Hot Chili Peppers","2x Multi-Platinum","Warner Bros. Records"
1711,"She Never Cried in Front of Me","Toby Keith","Gold","Show Dog - Universal Music"
1712,"Secrets","Onerepublic","2x Multi-Platinum","Interscope / Geffen / A&m"
1713,"Good Life","Onerepublic","3x Multi-Platinum","Interscope / Geffen / A&m"
1714,"Someone Like you","Adele","5x Multi-Platinum","Xl Recordings / Columbia"
1715,"Set Fire to the Rain","Adele","4x Multi-Platinum","Xl Recordings / Columbia"
1716,"Don't Blink","Kenny Chesney","1x Platinum","Bna Records Label"
1717,"Rain is a Good Thing","Luke Bryan","1x Platinum","Capitol Nashville"
1718,"Red Solo Cup","Toby Keith","2x Multi-Platinum","Show Dog - Universal Music"
1719,"Good Directions","Billy Currington","1x Platinum","Mercury Nashville"
1720,"Hate Me","Blue October","1x Platinum","Universal Records"
1721,"Feel so Close","Calvin Harris","1x Platinum","Columbia/Ultra"
1722,"Memories","David Guetta","Gold","Virgin"
1723,"Sexy Bitch","David Guetta","3x Multi-Platinum","Astralwerks"
1724,"Sorry for Party Rocking","Lmfao","Gold","Interscope / Geffen / A&m"
1725,"Give Me all your Luvin'","Madonna","Gold","Interscope / Geffen / A&m"
1726,"Let's Get it Started","The Black Eyed Peas","3x Multi-Platinum","Interscope / Geffen / A&m"
1727,"Heartbeat","The Fray","Gold","Epic"
1728,"I'm not your Boyfriend Baby","3oh!3","Gold","Photo Finish Records"
1729,"Better than i Used to be","Tim Mcgraw","Gold","Curb Records"
1730,"Baggage Claim","Miranda Lambert","Gold","Columbia Nashville"
1731,"Dancin' Away with My Heart","Lady Antebellum","Gold","Capitol Records Nashville"
1732,"Mama's Song","Carrie Underwood","Gold","19 Recordings Limited / Arista Nashville"
1733,"Swing Life Away","Rise Against","Gold","Interscope / Geffen / A&m"
1734,"Turn Me on","David Guetta","2x Multi-Platinum","Capitol Records"
1735,"Good People","Jack Johnson","Gold","Universal Republic"
1736,"I'm Goin in","Drake","1x Platinum","Universal Records"
1737,"Into the Ocean","Blue October","1x Platinum","Universal Republic"
1738,"Beautiful","Akon","2x Multi-Platinum","Universal Republic"
1739,"Don't you Wanna Stay (with Kelly Clarkson)","Jason Aldean","2x Multi-Platinum","this is Hit, Inc"
1740,"you be Killin Em","Fabolous","Gold","Island/Def Jam"
1741,"Shots","Lmfao","2x Multi-Platinum","Interscope / Geffen / A&m"
1742,"Skyscraper","Demi Lovato","1x Platinum","Hollywood"
1743,"Ass Back Home","Gym Class Heroes","1x Platinum","Fueled by Ramen"
1744,"Give it Away","George Strait","Gold","Mca Nashville"
1745,"Rolling in the Deep","Adele","Gold","Xl Recordings / Columbia"
1746,"Ours","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1747,"So Small","Carrie Underwood","1x Platinum","Arista"
1748,"Courtesy of the Red, White and Blue (the Angry American)","Toby Keith","1x Platinum","Show Dog - Universal Music"
1749,"Favorite Girl","Justin Bieber","Gold","Island/Def Jam"
1750,"Make Me Proud","Drake","1x Platinum","Universal Republic"
1751,"Marry the Night","Lady Gaga","Gold","Interscope / Geffen / A&m"
1752,"all the Right Moves","Onerepublic","2x Multi-Platinum","Interscope / Geffen / A&m"
1753,"Boyfriend","Big Time Rush","Gold","Columbia"
1754,"Nightmare","Avenged Sevenfold","Gold","Warner Bros."
1755,"Sing","My Chemical Romance","Gold","Reprise"
1756,"Right above it","Lil Wayne","2x Multi-Platinum","Universal Records"
1757,"In the Dark","Dev","1x Platinum","Universal Records"
1758,"Love on Top","Beyonce","Gold","Parkwood Entertainment / Columbia"
1759,"i Just Had Sex","The Lonely Island","1x Platinum","Universal Records"
1760,"i Get Money","50 Cent","Gold","Interscope"
1761,"Voices","Chris Young","Gold","Rca Nashville"
1762,"Let it Rain","David Nail","Gold","Mca Nashville"
1763,"In the Ayer","Flo Rida","2x Multi-Platinum","Atlantic"
1764,"Yes","Lmfao","Gold","A&m"
1765,"I'm into you","Jennifer Lopez","Gold","Island"
1766,"Did it On'em","Nicki Minaj","Gold","Motown"
1767,"Gonorrhea","Lil Wayne","Gold","Motown"
1768,"Fly","Nicki Minaj","1x Platinum","Motown"
1769,"Domino","Jessie j","1x Platinum","Universal Records"
1770,"Blackout","Breathe Carolina","Gold","Fearless Records / Columbia"
1771,"without you","David Guetta","2x Multi-Platinum","Capitol"
1772,"Red Light","David Nail","Gold","Mca Nashville"
1773,"Made in America","Toby Keith","Gold","Show Dog - Universal Music"
1774,"Not over you","Gavin Degraw","1x Platinum","Rca Records"
1775,"Pretty Wings","Maxwell","Gold","Columbia"
1776,"Paradise","Coldplay","1x Platinum","Capitol Records"
1777,"you Make Me Feel","Cobra Starship","2x Multi-Platinum","Fueled by Ramen"
1778,"We Owned the Night","Lady Antebellum","Gold","Capitol Records Nashville"
1779,"Just a Kiss","Lady Antebellum","1x Platinum","Capitol Nashville"
1780,"Am i the Only One","Dierks Bentley","Gold","Capitol Records Nashville"
1781,"Heartbreak Warfare","John Mayer","1x Platinum","Columbia"
1782,"Turning Tables","Adele","Gold","Xl Recordings / Columbia"
1783,"Lover, Lover","Jerrod Niemann","1x Platinum","Sea Gayle Records / Arista Nashville"
1784,"Somebody to Love","Justin Bieber","1x Platinum","Island"
1785,"Higher","Taio Cruz","1x Platinum","Mercury"
1786,"Animal","Neon Trees","2x Multi-Platinum","Mercury"
1787,"Nothing","The Script","Gold","Epic"
1788,"i Won't Let Go","Rascal Flatts","1x Platinum","Big Machine Records, Inc."
1789,"Loser Like Me","Glee Cast","Gold","Columbia"
1790,"Letting Go (Dutty Love) ","Sean Kingston","1x Platinum","Columbia"
1791,"Speak Now","Taylor Swift","Gold","Big Machine Records, Inc."
1792,"Jump then Fall","Taylor Swift","Gold","Big Machine Records, Inc."
1793,"Small Town Usa","Justin Moore","Gold","the Valory Music Co"
1794,"Heart Like Mine","Miranda Lambert","Gold","Columbia Nashville"
1795,"Icky Thump","The White Stripes","1x Platinum","Warner Bros."
1796,"Angel","Akon","Gold","Universal Republic"
1797,"Old Alabama ","Brad Paisley","Gold","Arista Nashville"
1798,"White Liar","Miranda Lambert","1x Platinum","Columbia Nashville"
1799,"i Saw God Today","George Strait","Gold","Mca Nashville"
1800,"where Them Girls at","David Guetta","1x Platinum","Capitol"
1801,"On the Floor","Jennifer Lopez","3x Multi-Platinum","Island"
1802,"Waka Waka (this Time for Africa)","Shakira","1x Platinum","Epic"
1803,"Home","Blake Shelton","Gold","Warner Bros. Nashville"
1804,"Just a Dream","Carrie Underwood","1x Platinum","Arista Nashville"
1805,"Only Prettier","Miranda Lambert","Gold","Columbia Nashville"
1806,"Waking Up in Vegas","Katy Perry","2x Multi-Platinum","Capitol"
1807,"this","Darius Rucker","Gold","Capitol Nashville"
1808,"Come Back Song","Darius Rucker","Gold","Capitol Nashville"
1809,"Lookin' for a Good Time","Lady Antebellum","Gold","Capitol Nashville"
1810,"Run the World (Girls)","Beyonce","Gold","Parkwood Entertainment / Columbia"
1811,"Backseat","New Boyz","1x Platinum","Warner Bros."
1812,"The Catalyst","Linkin Park","Gold","Warner Bros."
1813,"Don't Wanna Go Home","Jason Derulo","Gold","Warner Bros."
1814,"Summertime","Kenny Chesney","1x Platinum","Bna Records Label"
1815,"Eight Second Ride","Jake Owen","Gold","Rca Nashville"
1816,"I'm on One","Dj Khaled","Gold","Universal Motown"
1817,"Moment 4 Life","Nicki Minaj","1x Platinum","Universal Motown"
1818,"Dirty Dancer","Enrique Iglesias","Gold","Universal Records"
1819,"Troubadour","George Strait","Gold","Mca Nashville"
1820,"a Little more Country than that","Easton Corbin","Gold","Mercury"
1821,"Stuck Like Glue","Sugarland","2x Multi-Platinum","Mercury"
1822,"Settlin'","Sugarland","Gold","Mercury"
1823,"My Kinda Party","Jason Aldean","1x Platinum","Broken Bow"
1824,"Chasing Pavements","Adele","1x Platinum","Xl Recordings / Columbia"
1825,"Don't Trust Me","3oh!3","3x Multi-Platinum","Photofinish / Atlantic"
1826,"For the First Time","The Script","1x Platinum","Epic"
1827,"Teenage Dream","Glee Cast","Gold","Columbia"
1828,"Little White Church","Little Big Town","Gold","Capitol Nashville"
1829,"Water","Brad Paisley","Gold","Arista Nashville"
1830,"Make you Feel My Love","Adele","Gold","Xl Recordings / Columbia"
1831,"a Little Bit Stronger","Sara Evans","1x Platinum","Rca Nashville"
1832,"Turnin Me on","Keri Hilson","1x Platinum","Interscope"
1833,"Knock you Down","Keri Hilson","2x Multi-Platinum","Interscope"
1834,"Pretty Girl Rock","Keri Hilson","1x Platinum","Interscope"
1835,"Please Don't Go","Mike Posner","1x Platinum","j Records"
1836,"Got Money","Lil Wayne","2x Multi-Platinum","Universal Records"
1837,"Written in the Stars","Tinie Tempah","1x Platinum","Capitol"
1838,"a Milli","Lil Wayne","2x Multi-Platinum","Universal Records"
1839,"Breakeven","The Script","2x Multi-Platinum","Epic"
1840,"Last Name","Carrie Underwood","1x Platinum","Arista Nashville"
1841,"Waitin' on a Woman","Brad Paisley","Gold","Arista Nashville"
1842,"Marry Me","Train","1x Platinum","Columbia"
1843,"Hot Mess","Cobra Starship","Gold","Fueled by Ramen"
1844,"Rhythm of Love","Plain White T's","Gold","Hollywood"
1845,"What Do you Want","Jerrod Niemann","Gold","Sea Gayle Records / Arista Nashville"
1846,"Goodbye","Kristinia Debarge","1x Platinum","Def Jam"
1847,"American Ride","Toby Keith","Gold","Show Dog - Universal Music"
1848,"Right Through Me","Nicki Minaj","Gold","Universal Motown"
1849,"i Never Told you","Colbie Caillat","Gold","Universal Records"
1850,"2012 (it Ain't the End)","Jay Sean","Gold","Universal Records"
1851,"Knockout","Lil Wayne","Gold","Universal Records"
1852,"Just a Dream","Nelly","3x Multi-Platinum","Universal Records"
1853,"your Love","Nicki Minaj","1x Platinum","Universal Records"
1854,"Tonight I'm Lovin' you","Enrique Iglesias","2x Multi-Platinum","Universal Republic"
1855,"Don't Stop Believin'","Glee Cast","1x Platinum","Columbia"
1856,"King of Anything","Sara Bareilles","1x Platinum","Epic"
1857,"i Like it","Enrique Iglesias","3x Multi-Platinum","Universal Republic"
1858,"Bulletproof","La Roux","2x Multi-Platinum","Interscope"
1859,"Undo it","Carrie Underwood","1x Platinum","Arista Nashville"
1860,"American Honey","Lady Antebellum","1x Platinum","Capitol Nashville"
1861,"One Day","Matisyahu","Gold","Epic"
1862,"Love Like Woe","The Ready Set","1x Platinum","Sire"
1863,"Teach Me How to Dougie","Cali Swag District","1x Platinum","Capitol"
1864,"Miracle","Cascada","Gold","Robbins Entertainment"
1865,"We Takin' over","Dj Khaled","1x Platinum","Koch"
1866,"Wanted","Jessie James","Gold","Mercury"
1867,"Vanilla Twilight","Owl City","Gold","Universal Records"
1868,"Cooler than Me","Mike Posner","2x Multi-Platinum","j Records"
1869,"Good Time","Alan Jackson","Gold","Arista Nashville"
1870,"If It's Love","Train","Gold","Columbia"
1871,"Live Like We're Dying","Kris Allen","1x Platinum","Jive"
1872,"you Save Me","Kenny Chesney","Gold","Bna Records"
1873,"Beamer Benz or Bentley ","Lloyd Banks","Gold","g Unit Records, Inc"
1874,"Wetter","Twista","Gold","Get Money Gang Entertainment"
1875,"Impossible","Shontelle","1x Platinum","Universal Records"
1876,"Never Say Never","The Fray","1x Platinum","Epic"
1877,"Only you can Love Me this Way","Keith Urban","Gold","Capitol Nashville"
1878,"Kiss a Girl","Keith Urban","Gold","Capitol Nashville"
1879,"Shut Up and Let Me Go","The Ting Tings","1x Platinum","Columbia"
1880,"I'm Awesome","Spose","Gold","Universal Records"
1881,"Wild at Heart","Gloriana","Gold","Reprise/Emblem"
1882,"My Chick Bad","Ludacris","1x Platinum","Def Jam"
1883,"i Don't Care","Fall Out Boy","1x Platinum","Mercury"
1884,"Love Lockdown","Kanye West","3x Multi-Platinum","Def Jam"
1885,"Kids","Mgmt","1x Platinum","Columbia"
1886,"Letter to Me","Brad Paisley","Gold","Arista Nashville"
1887,"Ice Cream Paint Job","Dorrough","1x Platinum","E1 Music  /  Ngenius"
1888,"According to you","Orianthi","1x Platinum","Geffen"
1889,"Single Ladies (Put a Ring on it)","Beyonce","4x Multi-Platinum","Music World / Columbia"
1890,"Gimme that Girl","Joe Nichols","Gold","Show Dog - Universal Music"
1891,"Citizen/Soldier","3 Doors Down","Gold","Universal Records"
1892,"My First Kiss","3oh!3","Gold","Photofinish / Atlantic"
1893,"I'm Me","Lil Wayne","Gold","Universal Records"
1894,"Uprising","Muse","1x Platinum","Warner Bros."
1895,"Solo","Iyaz","Gold","Warner Bros."
1896,"Mrs. Officer","Lil Wayne","1x Platinum","Universal Records"
1897,"Fallin' for you","Colbie Caillat","1x Platinum","Universal Records"
1898,"Sorry, Blame it on Me","Akon","1x Platinum","Universal Records"
1899,"Right Now (Na Na Na)","Akon","2x Multi-Platinum","Universal Records"
1900,"I'm so Paid","Akon","1x Platinum","Universal Records"
1901,"Paper Planes","Mi.a.","3x Multi-Platinum","Interscope"
1902,"Best Days of your Life","Kellie Pickler","1x Platinum","Bna Records Label"
1903,"The Way i Am","Ingrid Michaelson","1x Platinum","Cabin 24 Records"
1904,"Imma be","The Black Eyed Peas","2x Multi-Platinum","Interscope"
1905,"Boom Boom Pow","The Black Eyed Peas","5x Multi-Platinum","Interscope"
1906,"Meet Me Halfway","The Black Eyed Peas","2x Multi-Platinum","Interscope"
1907,"all i Want to Do","Sugarland","1x Platinum","Mercury Nashville"
1908,"Never Wanted Nothing more","Kenny Chesney","Gold","Bna Records Label"
1909,"Today Was a Fairytale","Taylor Swift","1x Platinum","Watertower Music / Big Machine Records, Inc."
1910,"Haven't Met you yet","Michael Buble","1x Platinum","Reprise"
1911,"it Happens","Sugarland","Gold","Mercury"
1912,"How Low","Ludacris","1x Platinum","Def Jam"
1913,"Ladies and Gentleman","Saliva","Gold","Mercury"
1914,"Tie Me Down ","New Boyz","1x Platinum","Asylum/Shotty"
1915,"You're a Jerk","New Boyz","1x Platinum","Asylum/Shotty"
1916,"Best i Ever Had","Drake","1x Platinum","Universal Motown"
1917,"Right Now (Na Na Na)","Akon","1x Platinum","Universal Motown"
1918,"She Wouldn't be Gone","Blake Shelton","Gold","Warner Bros. Nashville"
1919,"Give it Up to Me","Shakira","Gold","Epic"
1920,"Evacuate the Dancefloor","Cascada","1x Platinum","Robbins Entertainment"
1921,"Big Green Tractor","Jason Aldean","1x Platinum","Broken Bow"
1922,"Sandstorm","Darude","Gold","Robbins Entertainment"
1923,"Green Light","John Legend","1x Platinum","Columbia"
1924,"Replay","Iyaz","3x Multi-Platinum","Reprise"
1925,"Two is Better than One","Boys Like Girls","1x Platinum","Columbia"
1926,"Rehab","Amy Winehouse","1x Platinum","Universal"
1927,"Online","Brad Paisley","Gold","Arista Nashville"
1928,"Starstrukk","3oh!3","1x Platinum","Photofinish / Atlantic"
1929,"American Boy","Estelle","2x Multi-Platinum","Atlantic"
1930,"all Around Me","Flyleaf","1x Platinum","A&m/Octone"
1931,"God Love Her","Toby Keith","Gold","Show Dog Nashville"
1932,"Light on","David Cook","1x Platinum","Rca"
1933,"i Need you","Leann Rimes","Gold","Curb"
1934,"it Won't be Like this for Long","Darius Rucker","Gold","Capitol Nashville"
1935,"Halo","Beyonce","2x Multi-Platinum","Music World / Columbia"
1936,"Sweet Dreams","Beyonce","1x Platinum","Music World / Columbia"
1937,"Seventeen Forever","Metro Station","Gold","Columbia"
1938,"Hustler Musik","Lil Wayne","1x Platinum","Universal Motown"
1939,"all i Want for Christmas is you","Mariah Carey","2x Multi-Platinum","Columbia"
1940,"Birthday Sex","Jeremih","1x Platinum","Island/Def Jam"
1941,"i Wanna Love you","Akon","3x Multi-Platinum","Universal"
1942,"Lollipop","Lil Wayne","5x Multi-Platinum","Cash Money / Universal"
1943,"Love and Memories","Oa.r.","Gold","Lava"
1944,"Ever the Same","Rob Thomas","Gold","Atlantic"
1945,"i will Follow you into the Dark","Death Cab for Cutie","Gold","Atlantic"
1946,"Kiss Me","Sixpence None the Richer","Gold","Squint Entertainment"
1947,"Love Drunk","Boys Like Girls","1x Platinum","Columbia"
1948,"She-Wolf","Shakira","1x Platinum","Epic"
