,Name,Artist,Features,Streams,Week
454,Roll In Peace ,Kodak Black,XXXTENTACION,2494133,2017-08-25
455,iSpy ,KYLE,Lil Yachty,2420067,2017-08-25
456,Unforgettable,Thomas Rhett,,2410441,2017-08-25
457,Stay ,"Zedd, Alessia Cara, Alessia Cara",,2345171,2017-08-25
458,Passionfruit,Drake,,2318021,2017-08-25
459,No Complaints,Metro Boomin,,2297746,2017-08-25
460,Without You ,Avicii,Sandro Cavazza,2216483,2017-08-25
461,OMG,Camila Cabello,,2198635,2017-08-25
462,Bad and Boujee ,Migos,Lil Uzi Vert,2150692,2017-08-25
463,Most Girls,Hailee Steinfeld,,2144627,2017-08-25
464,Bounce Back,Big Sean,,2138486,2017-08-25
465,More Than You Know,Axwell /\ Ingrosso,,2135376,2017-08-25
466,Something Just Like This,The Chainsmokers,,2115562,2017-08-25
467,Rich Love ,"OneRepublic, Seeb, Seeb",,2106992,2017-08-25
468,do re mi ,blackbear,Gucci Mane,2095472,2017-08-25
469,Now Or Never,Halsey,,2089183,2017-08-25
470,T-Shirt,Migos,,2031221,2017-08-25
471,Say You Won't Let Go,James Arthur,,2014931,2017-08-25
472,Marmalade ,Macklemore,Lil Yachty,2005740,2017-08-25
473,Tunnel Vision,Kodak Black,,2000490,2017-08-25
474,Closer,The Chainsmokers,,1976740,2017-08-25
475,There for You,Martin Garrix,,1973454,2017-08-25
476,do re mi,blackbear,,1966202,2017-08-25
477,Rollin,Calvin Harris,,1954462,2017-08-25
478,Questions,Chris Brown,,1923111,2017-08-25
479,Issues,Julia Michaels,,1910193,2017-08-25
480,No Promises ,Cheat Codes,Demi Lovato,1905668,2017-08-25
481,Swang,Rae Sremmurd,,1886011,2017-08-25
482,Mama,Jonas Blue,,1884322,2017-08-25
483,What Ifs,Kane Brown,,1872693,2017-08-25
484,Despacito (Featuring Daddy Yankee),Luis Fonsi,,1832447,2017-08-25
485,Caroline,Aminé,,1824888,2017-08-25
486,wokeuplikethis*,Playboi Carti,,1806416,2017-08-25
487,Portland,Drake,,1801196,2017-08-25
488,Small Town Boy,Dustin Lynch,,1797121,2017-08-25
489,Broccoli ,DRAM,Lil Yachty,1785154,2017-08-25
490,Bad Liar,Selena Gomez,,1773857,2017-08-25
491,The Race,Tay-K,,1768895,2017-08-25
492,Numb,21 Savage,,1750943,2017-08-25
493,Fake Love,Drake,,1739264,2017-08-25
494,Relationship ,Young Thug,Future,1735465,2017-08-25
495,Starboy,The Weeknd,,1725656,2017-08-25
496,It Ain't Me ,"Kygo, Selena Gomez, Selena Gomez",,1724164,2017-08-25
497,Felices los 4,Maluma,,1717668,2017-08-25
498,Look At Me!,XXXTENTACION,,1697883,2017-08-25
499,Ex Calling,6LACK,,1694649,2017-08-25
500,Everyday We Lit ,YFN Lucci,PnB Rock,1688882,2017-08-25
501,Swalla ,Jason Derulo,"Nicki Minaj, Ty Dolla $ign",1685878,2017-08-25
502,Go Flex,Post Malone,,1685525,2017-08-25
503,ELEMENT.,Kendrick Lamar,,1673587,2017-08-25
504,White Iverson,Post Malone,,1670186,2017-08-25
505,Your Song,Rita Ora,,1664302,2017-08-25
506,Hurricane,Luke Combs,,1646941,2017-08-25
507,What About Us,P!nk,,1641901,2017-08-25
508,Money Longer,Lil Uzi Vert,,1629407,2017-08-25
509,Down,Fifth Harmony,,1615558,2017-08-25
510,The Weekend,SZA,,1613064,2017-08-25
511,First Day Out,Tee Grizzley,,1610057,2017-08-25
512,pick up the phone,Young Thug,,1594347,2017-08-25
513,beibs in the trap,Travis Scott,,1593853,2017-08-25
514,Why,Sabrina Carpenter,,1579719,2017-08-25
515,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",1567472,2017-08-25
516,Candy Paint,Post Malone,,1541298,2017-08-25
517,Losin Control,Russ,,1537558,2017-08-25
518,X ,21 Savage,Future,1518243,2017-08-25
519,PRBLMS,6LACK,,1512583,2017-08-25
520,No Role Modelz,J. Cole,,1498342,2017-08-25
521,Heartache On The Dance Floor,Jon Pardi,,1496536,2017-08-25
522,One Dance,Drake,,1487172,2017-08-25
523,Know No Better ,Major Lazer,"Travis Scott, Camila Cabello, Quavo",1485332,2017-08-25
524,Craving You,Thomas Rhett,,1470546,2017-08-25
525,Rolex,"Ayo, Teo",,1465510,2017-08-25
526,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,,1462609,2017-08-25
527,Malibu,Miley Cyrus,,1453538,2017-08-25
528,Escápate Conmigo,Wisin,,1451654,2017-08-25
529,Get Low ,"Zedd, Liam Payne, Liam Payne",,1445991,2017-08-25
530,Myself,NAV,,1438726,2017-08-25
531,Met Gala ,Gucci Mane,Offset,1425151,2017-08-25
532,You Was Right,Lil Uzi Vert,,1418930,2017-08-25
533,Saved,Khalid,,1408487,2017-08-25
534,Super Far,LANY,,1404627,2017-08-25
535,RAF,A$AP Mob,,1402944,2017-08-25
536,What They Want,Russ,,1401434,2017-08-25
537,Younger Now,Miley Cyrus,,1398830,2017-08-25
538,Neighbors,J. Cole,,1388273,2017-08-25
539,8TEEN,Khalid,,1385346,2017-08-25
540,Tone It Down ,Gucci Mane,Chris Brown,1384748,2017-08-25
541,Built My Legacy ,Kodak Black,Offset,1380301,2017-08-25
542,Gyalchester,Drake,,1380078,2017-08-25
543,Two High,Moon Taxi,,1375704,2017-08-25
544,In Case You Didn't Know,Brett Young,,1368777,2017-08-25
545,Audi.,Smokepurpp,,1357698,2017-08-25
546,When It Rains It Pours,Luke Combs,,1354049,2017-08-25
547,Crew ,GoldLink,"Brent Faiyaz, Shy Glizzy",1331153,2017-08-25
548,Who Dat Boy,"Tyler, The Creator",,1320403,2017-08-25
549,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",,1315762,2017-08-25
550,Reminder - Remix,The Weeknd,,1304533,2017-08-25
551,24K Magic,Bruno Mars,,1303276,2017-08-25
552,Do I Make You Wanna,Billy Currington,,1300992,2017-08-25
553,All My Love ,Cash Cash,Conor Maynard,1285727,2017-08-25
554,I Feel It Coming,The Weeknd,,1284692,2017-08-25
555,Starving,Hailee Steinfeld,,1267778,2017-08-25
556,Run Me Dry,Bryson Tiller,,1264094,2017-08-25
557,Low Life,Future,,1257343,2017-08-25
558,Versace on the Floor,Bruno Mars,,1243085,2017-08-25
559,Everybody,Logic,,1242446,2017-08-25
560,Exchange,Bryson Tiller,,1240466,2017-08-25
561,Castle on the Hill,Ed Sheeran,,1240074,2017-08-25
562,Don't,Bryson Tiller,,1238525,2017-08-25
563,'Till I Collapse,Eminem,,1237316,2017-08-25
564,Black Beatles,Rae Sremmurd,,1237096,2017-08-25
565,Transportin',Kodak Black,,1235618,2017-08-25
566,Some Way,NAV,,1235220,2017-08-25
567,Reminder,The Weeknd,,1234289,2017-08-25
568,The Night We Met,Lord Huron,,1231345,2017-08-25
569,Patty Cake,Kodak Black,,1228226,2017-08-25
570,From The D To The A ,Tee Grizzley,Lil Yachty,1228123,2017-08-25
571,Paris,The Chainsmokers,,1221695,2017-08-25
572,Me Rehúso,Danny Ocean,,1202136,2017-08-25
573,No Heart,21 Savage,,1192293,2017-08-25
574,Don't Let Me Down,The Chainsmokers,,1188547,2017-08-25
575,No Such Thing as a Broken Heart,Old Dominion,,1183378,2017-08-25
576,Get to the Money,Chad Focus,,1172984,2017-08-25
577,Get Right Witcha,Migos,,1152234,2017-08-25
578,Gassed Up,Nebu Kiniza,,1151870,2017-08-25
579,Flex Like Ouu,Lil Pump,,1151184,2017-08-25
580,Chill Bill,Rob $tone,,1146032,2017-08-25
581,Symphony ,Clean Bandit,Zara Larsson,1144588,2017-08-25
582,Boss,Lil Pump,,1144050,2017-08-25
583,Sway ,NexXthursday,"Quavo, Lil Yachty",1139051,2017-08-25
584,No Flockin,Kodak Black,,1135866,2017-08-25
585,Moves,Big Sean,,1131969,2017-08-25
586,Sign of the Times,Harry Styles,,1130835,2017-08-25
587,Up,NAV,,1125758,2017-08-25
588,D Rose,Lil Pump,,1122458,2017-08-25
589,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,,1119915,2017-08-25
590,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,,1102240,2017-08-25
591,Love On The Brain,Rihanna,,1102052,2017-08-25
592,Learn To Let Go,Kesha,,1100754,2017-08-25
593,Selfish,PnB Rock,,1098181,2017-08-25
594,Perfect,Ed Sheeran,,1096196,2017-08-25
595,See You Again,"Tyler, The Creator",,1094071,2017-08-25
596,Hometown Girl,Josh Turner,,1090778,2017-08-25
597,V. 3005,Childish Gambino,,1088387,2017-08-25
598,Weak,AJR,,1086127,2017-08-25
599,Shape of You,Ed Sheeran,,14514004,2017-03-10
600,iSpy ,KYLE,Lil Yachty,8766667,2017-03-10
601,That's What I Like,Bruno Mars,,8295295,2017-03-10
602,Bad and Boujee ,Migos,Lil Uzi Vert,7536649,2017-03-10
603,Mask Off,Future,,7276281,2017-03-10
604,Something Just Like This,The Chainsmokers,,7199494,2017-03-10
605,Galway Girl,Ed Sheeran,,7180819,2017-03-10
606,It Ain't Me ,"Kygo, Selena Gomez, Selena Gomez",,7063835,2017-03-10
607,Tunnel Vision,Kodak Black,,6994936,2017-03-10
608,Castle on the Hill,Ed Sheeran,,6692699,2017-03-10
609,Bounce Back,Big Sean,,6655865,2017-03-10
610,Congratulations,Post Malone,,6555279,2017-03-10
611,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,,6202596,2017-03-10
612,Issues,Julia Michaels,,6080178,2017-03-10
613,Perfect,Ed Sheeran,,6036976,2017-03-10
614,Paris,The Chainsmokers,,5907607,2017-03-10
615,Dive,Ed Sheeran,,5859292,2017-03-10
616,Stay ,"Zedd, Alessia Cara, Alessia Cara",,5853518,2017-03-10
617,Happier,Ed Sheeran,,5699079,2017-03-10
618,Green Light,Lorde,,5614362,2017-03-10
619,Slide,Calvin Harris,,5511187,2017-03-10
620,New Man,Ed Sheeran,,5359985,2017-03-10
621,T-Shirt,Migos,,5333609,2017-03-10
622,What Do I Know?,Ed Sheeran,,5172564,2017-03-10
623,Fake Love,Drake,,5161133,2017-03-10
624,Body Like A Back Road,Sam Hunt,,4433530,2017-03-10
625,I Feel It Coming,The Weeknd,,4422305,2017-03-10
626,Hearts Don't Break Around Here,Ed Sheeran,,4369394,2017-03-10
627,Eraser,Ed Sheeran,,4349734,2017-03-10
628,Swang,Rae Sremmurd,,4335464,2017-03-10
629,Barcelona,Ed Sheeran,,4256012,2017-03-10
630,Supermarket Flowers,Ed Sheeran,,4252540,2017-03-10
631,Location,Khalid,,4248775,2017-03-10
632,How Would You Feel (Paean),Ed Sheeran,,4238005,2017-03-10
633,Starboy,The Weeknd,,4195730,2017-03-10
634,Say You Won't Let Go,James Arthur,,4148261,2017-03-10
635,Cold,Maroon 5,,4095828,2017-03-10
636,Selfish ,Future,Rihanna,4064484,2017-03-10
637,Chained To The Rhythm,Katy Perry,,4038271,2017-03-10
638,Believer,Imagine Dragons,,3975490,2017-03-10
639,Nancy Mulligan,Ed Sheeran,,3975244,2017-03-10
640,Closer,The Chainsmokers,,3879822,2017-03-10
641,Scared to Be Lonely,Martin Garrix,,3717465,2017-03-10
642,Bibia Be Ye Ye,Ed Sheeran,,3682850,2017-03-10
643,Look At Me!,XXXTENTACION,,3619282,2017-03-10
644,Love On The Brain,Rihanna,,3614749,2017-03-10
645,Bad Things ,"Machine Gun Kelly, Camila Cabello, Camila Cabello",,3612668,2017-03-10
646,Caroline,Aminé,,3548672,2017-03-10
647,Save Myself,Ed Sheeran,,3524386,2017-03-10
648,Moves,Big Sean,,3450551,2017-03-10
649,goosebumps,Travis Scott,,3415123,2017-03-10
650,All Time Low,Jon Bellion,,3245567,2017-03-10
651,"How Far I'll Go - From ""Moana""",Alessia Cara,,3241922,2017-03-10
652,Comin Out Strong ,Future,The Weeknd,3225561,2017-03-10
653,Broccoli ,DRAM,Lil Yachty,3065043,2017-03-10
654,Black Beatles,Rae Sremmurd,,3043561,2017-03-10
655,Redbone,Childish Gambino,,3007770,2017-03-10
656,No Heart,21 Savage,,2939106,2017-03-10
657,Call On Me - Ryan Riback Extended Remix,Starley,,2924654,2017-03-10
658,X ,21 Savage,Future,2922329,2017-03-10
659,Both ,Gucci Mane,Drake,2890213,2017-03-10
660,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",2884436,2017-03-10
661,Despacito (Featuring Daddy Yankee),Luis Fonsi,,2867453,2017-03-10
662,Party Monster,The Weeknd,,2853376,2017-03-10
663,Weak,AJR,,2835341,2017-03-10
664,Run Up ,Major Lazer,"PARTYNEXTDOOR, Nicki Minaj",2740422,2017-03-10
665,24K Magic,Bruno Mars,,2681301,2017-03-10
666,Rolex,"Ayo, Teo",,2652775,2017-03-10
667,Slippery ,Migos,Gucci Mane,2434172,2017-03-10
668,One Dance,Drake,,2406213,2017-03-10
669,Down,Marian Hill,,2346399,2017-03-10
670,I Got You,Bebe Rexha,,2345230,2017-03-10
671,All Night,The Vamps,,2328506,2017-03-10
672,Deja Vu,J. Cole,,2317990,2017-03-10
673,Losin Control,Russ,,2306176,2017-03-10
674,No Favors,Big Sean,,2264886,2017-03-10
675,Don't Leave,Snakehips,,2210522,2017-03-10
676,Rockabye ,Clean Bandit,"Sean Paul, Anne-Marie",2206809,2017-03-10
677,Make Me (Cry),Noah Cyrus,,2201316,2017-03-10
678,Sneakin’,Drake,,2193683,2017-03-10
679,Kelly Price ,Migos,Travis Scott,2170875,2017-03-10
680,Low Life,Future,,2154479,2017-03-10
681,Selfish,PnB Rock,,2135959,2017-03-10
682,pick up the phone,Young Thug,,2128007,2017-03-10
683,Chill Bill,Rob $tone,,2088175,2017-03-10
684,White Iverson,Post Malone,,2085345,2017-03-10
685,Just Hold On,Steve Aoki,,2072474,2017-03-10
686,You Was Right,Lil Uzi Vert,,2045547,2017-03-10
687,Starving,Hailee Steinfeld,,2031672,2017-03-10
688,Rent Money,Future,,2018017,2017-03-10
689,Solo Dance,Martin Jensen,,1984793,2017-03-10
690,History,Olivia Holt,,1983075,2017-03-10
691,The Other,Lauv,,1909638,2017-03-10
692,Sunset Lover,Petit Biscuit,,1905809,2017-03-10
693,Draco,Future,,1890587,2017-03-10
694,Side To Side,Ariana Grande,,1886373,2017-03-10
695,Heathens,Twenty One Pilots,,1882771,2017-03-10
696,Water Under the Bridge,Adele,,1862716,2017-03-10
697,No Role Modelz,J. Cole,,1824970,2017-03-10
698,Sooner Or Later,Aaron Carter,,1821626,2017-03-10
699,Some Way,NAV,,1816784,2017-03-10
700,Good Drank,2 Chainz,,1775851,2017-03-10
701,In the Name of Love,Martin Garrix,,1758695,2017-03-10
702,Cake - Challenge Version,Flo Rida,,1749723,2017-03-10
703,Water,Ugly God,,1749019,2017-03-10
704,Oceans Away,A R I Z O N A,,1742336,2017-03-10
705,Let Me Love You,DJ Snake,,1739294,2017-03-10
706,Don't Wanna Know,Maroon 5,,1729852,2017-03-10
707,Romantic - NOTD Remix,Stanaj,,1727678,2017-03-10
708,Get Right Witcha,Migos,,1713389,2017-03-10
709,Some Kind Of Drug,G-Eazy,,1693576,2017-03-10
710,Too Many Years,Kodak Black,,1665331,2017-03-10
711,Too Good,Drake,,1662948,2017-03-10
712,Go Flex,Post Malone,,1658505,2017-03-10
713,Mercy,Shawn Mendes,,1646590,2017-03-10
714,Reminder,The Weeknd,,1644310,2017-03-10
715,Controlla,Drake,,1629741,2017-03-10
716,Needed Me,Rihanna,,1629120,2017-03-10
717,Come and See Me ,PARTYNEXTDOOR,Drake,1626501,2017-03-10
718,Gucci On My ,Mike WiLL Made-It,"21 Savage, YG, Migos",1625600,2017-03-10
719,Running Back ,Wale,Lil Wayne,1621548,2017-03-10
720,Exchange,Bryson Tiller,,1620722,2017-03-10
721,Don't,Bryson Tiller,,1615781,2017-03-10
722,Don't Let Me Down,The Chainsmokers,,1611907,2017-03-10
723,Money Longer,Lil Uzi Vert,,1605491,2017-03-10
724,Go Off ,"Lil Uzi Vert, Lil Uzi Vert, Quavo, Travis Scott, Lil Uzi Vert, Quavo, Travis Scott",,1600533,2017-03-10
725,PRBLMS,6LACK,,1595931,2017-03-10
726,September Song,JP Cooper,,1591255,2017-03-10
727,beibs in the trap,Travis Scott,,1589682,2017-03-10
728,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,,1589103,2017-03-10
729,No Flockin,Kodak Black,,1585237,2017-03-10
730,Sorry,Future,,1579609,2017-03-10
731,Party,Chris Brown,,1569616,2017-03-10
732,Panda,Desiigner,,1560035,2017-03-10
733,Thumbs,Sabrina Carpenter,,1553201,2017-03-10
734,All Night ,Chance the Rapper,Knox Fortune,1552715,2017-03-10
735,Saved,Khalid,,1551324,2017-03-10
736,Scars To Your Beautiful,Alessia Cara,,1543211,2017-03-10
737,Thinking out Loud,Ed Sheeran,,1538525,2017-03-10
738,Lights Down Low,MAX,,1519734,2017-03-10
739,Ride,Twenty One Pilots,,1501511,2017-03-10
740,Used to This,Future,,1499202,2017-03-10
741,Sucker For Pain ,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign feat. X Ambassadors, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign",X Ambassadors,1468303,2017-03-10
742,Same Drugs,Chance the Rapper,,1464726,2017-03-10
743,Gassed Up,Nebu Kiniza,,1461281,2017-03-10
744,It's Gotta Be You,Isaiah,,1449354,2017-03-10
745,Deja Vu,Post Malone,,1448709,2017-03-10
746,Jumpman,Drake,,1444796,2017-03-10
747,Photograph,Ed Sheeran,,1435290,2017-03-10
748,Erase Your Social,Lil Uzi Vert,,1422695,2017-03-10
749,Litty ,Meek Mill,Tory Lanez,1412693,2017-03-10
750,Shed a Light,Robin Schulz,,1408827,2017-03-10
751,Six Feet Under,The Weeknd,,1399275,2017-03-10
752,Wyclef Jean,Young Thug,,1393709,2017-03-10
753,Treat You Better,Shawn Mendes,,1392151,2017-03-10
754,Neighbors,J. Cole,,1372762,2017-03-10
755,Stressed Out,Twenty One Pilots,,1368961,2017-03-10
756,Timeless (DJ SPINKING),A Boogie Wit da Hoodie,,1367466,2017-03-10
757,Outlet,Desiigner,,1358773,2017-03-10
758,Cold Water ,Major Lazer,"Justin Bieber, MØ",1350348,2017-03-10
759,Chantaje ,Shakira,Maluma,1346525,2017-03-10
760,Love,Lana Del Rey,,1344513,2017-03-10
761,Everyday,Ariana Grande,,1343728,2017-03-10
762,How Far I'll Go,Auli'i Cravalho,,1332603,2017-03-10
763,Juke Jam ,Chance the Rapper,"Justin Bieber, Towkio",1327613,2017-03-10
764,All We Know,The Chainsmokers,,1323275,2017-03-10
765,One Night,Lil Yachty,,1310383,2017-03-10
766,8TEEN,Khalid,,1308351,2017-03-10
767,Incredible,Future,,1303941,2017-03-10
768,First Day Out,Tee Grizzley,,1303288,2017-03-10
769,Million Reasons,Lady Gaga,,1302716,2017-03-10
770,Death of a Bachelor,Panic! At The Disco,,1274148,2017-03-10
771,Smoke Break ,Chance the Rapper,Future,1273817,2017-03-10
772,Work from Home ,Fifth Harmony,Ty Dolla $ign,1271634,2017-03-10
773,Up,NAV,,1270606,2017-03-10
774,Feel Good ,Gryffin,Daya,1267522,2017-03-10
775,There He Go,Kodak Black,,1260783,2017-03-10
776,Use Me,Future,,1259557,2017-03-10
777,The Hills,The Weeknd,,1254236,2017-03-10
778,American Teen,Khalid,,1254233,2017-03-10
779,Work,Rihanna,,1248604,2017-03-10
780,Versace on the Floor,Bruno Mars,,1246974,2017-03-10
781,Shining ,DJ Khaled,"Beyoncé, Jay-Z",1246757,2017-03-10
782,"i hate u, i love u ",gnash,olivia o'brien,1238513,2017-03-10
783,Die For You,The Weeknd,,1231523,2017-03-10
784,Now and Later,Sage The Gemini,,1228907,2017-03-10
785,What They Want,Russ,,1223183,2017-03-10
786,'Till I Collapse,Eminem,,1220077,2017-03-10
787,Love Me Now,John Legend,,1219633,2017-03-10
788,All We Got ,Chance the Rapper,"Kanye West, Chicago Children's Choir",1217656,2017-03-10
789,OOOUUU,Young M.A,,1206703,2017-03-10
790,Sidewalks,The Weeknd,,1201411,2017-03-10
791,I'm so Groovy,Future,,1201170,2017-03-10
792,Shot Down,Khalid,,1192720,2017-03-10
793,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,,1190485,2017-03-10
794,My Shit,A Boogie Wit da Hoodie,,1185531,2017-03-10
795,"Me, Myself & I",G-Eazy,,1175718,2017-03-10
796,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,,1167925,2017-03-10
797,Dirt On My Boots,Jon Pardi,,1163150,2017-03-10
798,Jump Out The Window,Big Sean,,1161166,2017-03-10
799,Nice For What,Drake,,11939186,2018-05-25
800,This Is America,Childish Gambino,,11739125,2018-05-25
801,Yes Indeed,Lil Baby,,11493709,2018-05-25
802,Better Now,Post Malone,,10518738,2018-05-25
803,Psycho ,Post Malone,Ty Dolla $ign,9001378,2018-05-25
804,God's Plan,Drake,,8623146,2018-05-25
805,Look Alive ,BlocBoy JB,Drake,7551040,2018-05-25
806,I Like It,Cardi B,,7225756,2018-05-25
807,Lucid Dreams,Juice WRLD,,6822774,2018-05-25
808,rockstar ,Post Malone,21 Savage,6200199,2018-05-25
809,Paranoid,Post Malone,,6107002,2018-05-25
810,Ball For Me ,Post Malone,Nicki Minaj,5811426,2018-05-25
811,Walk It Talk It,Migos,,5788279,2018-05-25
812,Plug Walk,Rich The Kid,,5739362,2018-05-25
813,SAD!,XXXTENTACION,,5516756,2018-05-25
814,Spoil My Night ,Post Malone,Swae Lee,5362962,2018-05-25
815,no tears left to cry,Ariana Grande,,5296282,2018-05-25
816,Powerglide ,Rae Sremmurd,Juicy J,5248903,2018-05-25
817,Stay,Post Malone,,5204493,2018-05-25
818,Ric Flair Drip (& Metro Boomin),Offset,,5170942,2018-05-25
819,FAKE LOVE,BTS,,5090331,2018-05-25
820,Rich & Sad,Post Malone,,5058473,2018-05-25
821,Watch ,Travis Scott,"Lil Uzi Vert, Kanye West",4989289,2018-05-25
822,Playinwitme ,KYLE,Kehlani,4947855,2018-05-25
823,OTW,Khalid,,4946311,2018-05-25
824,KOD,J. Cole,,4823671,2018-05-25
825,JAPAN,Famous Dex,,4810212,2018-05-25
826,Love Lies ,"Khalid, Normani, Normani",,4794763,2018-05-25
827,Call Out My Name,The Weeknd,,4633024,2018-05-25
828,Shoota ,Playboi Carti,Lil Uzi Vert,4581608,2018-05-25
829,Back To You,Selena Gomez,,4555364,2018-05-25
830,Candy Paint,Post Malone,,4442310,2018-05-25
831,Freaky Friday ,Lil Dicky,Chris Brown,4380111,2018-05-25
832,All Girls Are The Same,Juice WRLD,,4323529,2018-05-25
833,Meant to Be ,Bebe Rexha,Florida Georgia Line,4285545,2018-05-25
834,The Middle,Zedd,,4196734,2018-05-25
835,I Fall Apart,Post Malone,,4172726,2018-05-25
836,One Kiss ,"Calvin Harris, Dua Lipa, Dua Lipa",,4038761,2018-05-25
837,Over Now,Post Malone,,3997861,2018-05-25
838,92 Explorer,Post Malone,,3882545,2018-05-25
839,Zack And Codeine,Post Malone,,3841637,2018-05-25
840,All The Stars ,"Kendrick Lamar, SZA, SZA",,3721197,2018-05-25
841,Mine,Bazzi,,3689234,2018-05-25
842,King's Dead ,"Jay Rock, Kendrick Lamar, Future, James Blake, Kendrick Lamar, Future, James Blake",,3671669,2018-05-25
843,lovely ,"Billie Eilish, Khalid, Khalid",,3632482,2018-05-25
844,Takin' Shots,Post Malone,,3571223,2018-05-25
845,Same Bitches ,Post Malone,"G-Eazy, YG",3509881,2018-05-25
846,Te Boté - Remix,Nio Garcia,,3432257,2018-05-25
847,Youngblood,5 Seconds of Summer,,3414892,2018-05-25
848,FRIENDS,Marshmello,,3351073,2018-05-25
849,Sangria Wine,Pharrell Williams,,3307191,2018-05-25
850,Be Careful,Cardi B,,3302330,2018-05-25
851,Stir Fry,Migos,,3262178,2018-05-25
852,XO TOUR Llif3,Lil Uzi Vert,,3201605,2018-05-25
853,Moonlight,XXXTENTACION,,3139675,2018-05-25
854,Youth ,Shawn Mendes,Khalid,2926809,2018-05-25
855,PICK IT UP ,Famous Dex,A$AP Rocky,2922758,2018-05-25
856,Otherside,Post Malone,,2902092,2018-05-25
857,Red Roses ,Lil Skies,Landon Cube,2864264,2018-05-25
858,Champion ,NAV,Travis Scott,2839457,2018-05-25
859,Solo ,Clean Bandit,Demi Lovato,2835807,2018-05-25
860,Chun-Li,Nicki Minaj,,2801287,2018-05-25
861,Kevin’s Heart,J. Cole,,2791627,2018-05-25
862,HUMBLE.,Kendrick Lamar,,2732889,2018-05-25
863,Heaven,Kane Brown,,2731648,2018-05-25
864,Congratulations,Post Malone,,2729572,2018-05-25
865,Blame It On Me,Post Malone,,2652970,2018-05-25
866,Esskeetit,Lil Pump,,2618733,2018-05-25
867,1942,G-Eazy,,2597099,2018-05-25
868,ATM,J. Cole,,2592425,2018-05-25
869,Jocelyn Flores,XXXTENTACION,,2580868,2018-05-25
870,Somebody,The Chainsmokers,,2576880,2018-05-25
871,In My Blood,Shawn Mendes,,2567510,2018-05-25
872,Young Dumb & Broke,Khalid,,2526545,2018-05-25
873,Wanted You ,NAV,Lil Uzi Vert,2522511,2018-05-25
874,Sugar Wraith,Post Malone,,2493933,2018-05-25
875,Nowadays ,Lil Skies,Landon Cube,2465334,2018-05-25
876,Motiv8,J. Cole,,2379647,2018-05-25
877,goosebumps,Travis Scott,,2377752,2018-05-25
